GISLINK,FOLIO,PID,LEGAL_TYPE,UNIT,HOUSE,STREET,combined,taxyear,assess_abbreviation,assess_type,land_gross,land_net,impr_gross,impr_net,Exemption,ObjectId
018-871-445,1053057,018-871-445,STRATA,302,689,BAY ST,689 BAY ST,2023,Residential,SCHOOL,431000,431000,89200,89200,0,33834
018-871-356,1053048,018-871-356,STRATA,211,689,BAY ST,689 BAY ST,2023,Residential,SCHOOL,333000,333000,71800,71800,0,33835
018-871-623,1053071,018-871-623,STRATA,404,689,BAY ST,689 BAY ST,2023,Residential,SCHOOL,392000,392000,71700,71700,0,33836
018-871-615,1053070,018-871-615,STRATA,406,689,BAY ST,689 BAY ST,2023,Residential,SCHOOL,381000,381000,71600,71600,0,33837
018-871-542,1053067,018-871-542,STRATA,412,689,BAY ST,689 BAY ST,2023,Residential,SCHOOL,440000,440000,89200,89200,0,33838
018-871-534,1053066,018-871-534,STRATA,315,689,BAY ST,689 BAY ST,2023,Residential,SCHOOL,428000,428000,89100,89100,0,33839
018-871-526,1053065,018-871-526,STRATA,314,689,BAY ST,689 BAY ST,2023,Residential,SCHOOL,413000,413000,89300,89300,0,33840
018-871-500,1053063,018-871-500,STRATA,311,689,BAY ST,689 BAY ST,2023,Residential,SCHOOL,342000,342000,71700,71700,0,33841
018-871-488,1053061,018-871-488,STRATA,307,689,BAY ST,689 BAY ST,2023,Residential,SCHOOL,446000,446000,98100,98100,0,33842
018-871-712,1053080,018-871-712,STRATA,414,689,BAY ST,689 BAY ST,2023,Residential,SCHOOL,414000,414000,89100,89100,0,33843
018-871-682,1053077,018-871-682,STRATA,409,689,BAY ST,689 BAY ST,2023,Residential,SCHOOL,430000,430000,89300,89300,0,33844
018-871-763,1053085,018-871-763,STRATA,111,649,BAY ST,649 BAY ST,2023,Residential,SCHOOL,460000,460000,89500,89500,0,33845
018-871-755,1053084,018-871-755,STRATA,109,649,BAY ST,649 BAY ST,2023,Residential,SCHOOL,345000,345000,71900,71900,0,33846
018-871-771,1053086,018-871-771,STRATA,110,649,BAY ST,649 BAY ST,2023,Residential,SCHOOL,438000,438000,89600,89600,0,33847
018-871-810,1053090,018-871-810,STRATA,105,649,BAY ST,649 BAY ST,2023,Residential,SCHOOL,385000,385000,85000,85000,0,33848
018-871-879,1053096,018-871-879,STRATA,211,649,BAY ST,649 BAY ST,2023,Residential,SCHOOL,470000,470000,89300,89300,0,33849
018-872-034,1053111,018-872-034,STRATA,306,649,BAY ST,649 BAY ST,2023,Residential,SCHOOL,469000,469000,97900,97900,0,33850
018-872-174,1053124,018-872-174,STRATA,404,649,BAY ST,649 BAY ST,2023,Residential,SCHOOL,424000,424000,89300,89300,0,33851
023-648-694,1055011,023-648-694,STRATA,202,605,DOUGLAS ST,605 DOUGLAS ST,2023,Residential,SCHOOL,497000,497000,207000,207000,0,33852
023-648-686,1055010,023-648-686,STRATA,201,605,DOUGLAS ST,605 DOUGLAS ST,2023,Residential,SCHOOL,491000,491000,201000,201000,0,33853
023-648-813,1055023,023-648-813,STRATA,502,605,DOUGLAS ST,605 DOUGLAS ST,2023,Residential,SCHOOL,531000,531000,207000,207000,0,33854
023-648-783,1055020,023-648-783,STRATA,403,605,DOUGLAS ST,605 DOUGLAS ST,2023,Residential,SCHOOL,489000,489000,226000,226000,0,33855
023-648-775,1055019,023-648-775,STRATA,402,605,DOUGLAS ST,605 DOUGLAS ST,2023,Residential,SCHOOL,520000,520000,207000,207000,0,33856
023-648-791,1055021,023-648-791,STRATA,404,605,DOUGLAS ST,605 DOUGLAS ST,2023,Residential,SCHOOL,697000,697000,300000,300000,0,33857
024-876-950,1058015,024-876-950,STRATA,101,555,CHATHAM ST,555 CHATHAM ST,2023,Residential,SCHOOL,594000,594000,93600,93600,0,33858
1024034,1024034,000-226-416,LAND,,701,FORT ST,701 FORT ST,2023,Business,SCHOOL,8174000,8174000,18136000,18126000,10000,33859
1024035,1024035,018-910-491,LAND,,720,BROUGHTON ST,720 BROUGHTON ST,2023,Business,SCHOOL,12579000,12579000,45712000,45702000,10000,33860
,1025035,,OTHER,,735,BROUGHTON ST,735 BROUGHTON ST,2023,Business,SCHOOL,15074000,0,947000,0,16021000,33861
1026006,1026006,002-716-194,LAND,,740,BURDETT AVE,740 BURDETT AVE,2023,Business,SCHOOL,12505000,12505000,10786000,10776000,10000,33862
1026009,1026009,002-716-224,LAND,,810,BLANSHARD ST,810 BLANSHARD ST,2023,Business,SCHOOL,4036000,4036000,7117000,7107000,10000,33863
,1030019,,OTHER,,703,DOUGLAS ST,703 DOUGLAS ST,2023,Business,SCHOOL,2424000,2424000,43400,33400,10000,33864
018-871-861,1053095,018-871-861,STRATA,209,649,BAY ST,649 BAY ST,2023,Residential,SCHOOL,354000,354000,71800,71800,0,33865
027-970-850,3193130,027-970-850,STRATA,A312,810,HUMBOLDT ST,810 HUMBOLDT ST,2023,Business,GENERAL,28200,28200,65100,55100,10000,33866
018-871-941,1053102,018-871-941,STRATA,204,649,BAY ST,649 BAY ST,2023,Residential,SCHOOL,403000,403000,89500,89500,0,33867
027-970-825,3193127,027-970-825,STRATA,A315,810,HUMBOLDT ST,810 HUMBOLDT ST,2023,Business,GENERAL,29600,29600,77600,67600,10000,33868
018-871-950,1053103,018-871-950,STRATA,202,649,BAY ST,649 BAY ST,2023,Residential,SCHOOL,415000,415000,93600,93600,0,33869
027-970-884,3193133,027-970-884,STRATA,B305,810,HUMBOLDT ST,810 HUMBOLDT ST,2023,Business,GENERAL,37000,37000,97600,87600,10000,33870
018-871-976,1053105,018-871-976,STRATA,303,649,BAY ST,649 BAY ST,2023,Residential,SCHOOL,416000,416000,89300,89300,0,33871
027-970-981,3193143,027-970-981,STRATA,A406,810,HUMBOLDT ST,810 HUMBOLDT ST,2023,Business,GENERAL,31200,31200,69800,59800,10000,33872
018-871-984,1053106,018-871-984,STRATA,309,649,BAY ST,649 BAY ST,2023,Residential,SCHOOL,363000,363000,71700,71700,0,33873
027-971-015,3193146,027-971-015,STRATA,A403,810,HUMBOLDT ST,810 HUMBOLDT ST,2023,Business,GENERAL,24200,24200,93400,83400,10000,33874
018-872-018,1053109,018-872-018,STRATA,308,649,BAY ST,649 BAY ST,2023,Residential,SCHOOL,440000,440000,89300,89300,0,33875
027-971-007,3193145,027-971-007,STRATA,A404,810,HUMBOLDT ST,810 HUMBOLDT ST,2023,Business,GENERAL,22500,22500,86800,76800,10000,33876
027-971-104,3193155,027-971-104,STRATA,B406,810,HUMBOLDT ST,810 HUMBOLDT ST,2023,Business,GENERAL,25200,25200,74100,64100,10000,33877
027-971-091,3193154,027-971-091,STRATA,A411,810,HUMBOLDT ST,810 HUMBOLDT ST,2023,Business,GENERAL,21900,21900,55700,45700,10000,33878
027-971-082,3193153,027-971-082,STRATA,A412,810,HUMBOLDT ST,810 HUMBOLDT ST,2023,Business,GENERAL,31500,31500,70600,60600,10000,33879
027-971-171,3193162,027-971-171,STRATA,A510,810,HUMBOLDT ST,810 HUMBOLDT ST,2023,Business,GENERAL,37700,37700,125000,115000,10000,33880
027-971-228,3193167,027-971-228,STRATA,A505,810,HUMBOLDT ST,810 HUMBOLDT ST,2023,Business,GENERAL,36700,36700,90400,80400,10000,33881
027-971-236,3193168,027-971-236,STRATA,A504,810,HUMBOLDT ST,810 HUMBOLDT ST,2023,Business,GENERAL,22100,22100,81400,71400,10000,33882
027-971-244,3193169,027-971-244,STRATA,A503,810,HUMBOLDT ST,810 HUMBOLDT ST,2023,Business,GENERAL,17100,17100,62600,52600,10000,33883
027-971-325,3193177,027-971-325,STRATA,A511,810,HUMBOLDT ST,810 HUMBOLDT ST,2023,Business,GENERAL,27400,27400,67400,57400,10000,33884
027-971-350,3193180,027-971-350,STRATA,B504,810,HUMBOLDT ST,810 HUMBOLDT ST,2023,Business,GENERAL,23400,23400,50900,40900,10000,33885
027-971-431,3193188,027-971-431,STRATA,A601,810,HUMBOLDT ST,810 HUMBOLDT ST,2023,Business,GENERAL,22100,22100,115000,105000,10000,33886
027-971-473,3193192,027-971-473,STRATA,A605,810,HUMBOLDT ST,810 HUMBOLDT ST,2023,Business,GENERAL,25700,25700,54400,44400,10000,33887
027-971-481,3193193,027-971-481,STRATA,B604,810,HUMBOLDT ST,810 HUMBOLDT ST,2023,Business,GENERAL,20100,20100,55200,45200,10000,33888
027-971-546,3193199,027-971-546,STRATA,A703,810,HUMBOLDT ST,810 HUMBOLDT ST,2023,Business,GENERAL,38400,38400,88700,78700,10000,33889
027-971-520,3193197,027-971-520,STRATA,B605,810,HUMBOLDT ST,810 HUMBOLDT ST,2023,Business,GENERAL,27100,27100,151000,141000,10000,33890
027-971-589,3193203,027-971-589,STRATA,A707,810,HUMBOLDT ST,810 HUMBOLDT ST,2023,Business,GENERAL,41400,41400,95500,85500,10000,33891
030-918-049,3212107,030-918-049,STRATA,,1025,COOK ST,1025 COOK ST,2023,Business,GENERAL,955000,955000,327000,317000,10000,33892
030-918-031,3212106,030-918-031,STRATA,,1109,FORT ST,1109 FORT ST,2023,Business,GENERAL,460000,460000,148000,138000,10000,33893
028-593-855,1001156,028-593-855,STRATA,101,777,BLANSHARD ST,777 BLANSHARD ST,2023,Business,GENERAL,213000,213000,65400,55400,10000,33894
028-593-871,1001158,028-593-871,STRATA,103,777,BLANSHARD ST,777 BLANSHARD ST,2023,Business,GENERAL,250000,250000,62900,52900,10000,33895
031-217-311,1007026,031-217-311,STRATA,,843,JOHNSON ST,843 JOHNSON ST,2023,Business,GENERAL,435000,435000,124000,114000,10000,33896
028-715-349,1008029,028-715-349,STRATA,2,834,JOHNSON ST,834 JOHNSON ST,2023,Business,GENERAL,671000,671000,183000,173000,10000,33897
1009027,1009027,010-118-276,LAND,,2315,BLANSHARD ST,2315 BLANSHARD ST,2023,Business,GENERAL,16009000,16009000,6771000,6761000,10000,33898
V00171004,1017003,028-088-433,LAND,,1701,DOUGLAS ST,1701 DOUGLAS ST,2023,Business,GENERAL,11818000,11818000,5051000,5041000,10000,33899
028-113-071,6396096,028-113-071,STRATA,220,1964,FORT ST,1964 FORT ST,2023,Business,SCHOOL,384000,384000,49600,39600,10000,33900
,6398018,,OTHER,7,1952,BAY ST,1952 BAY ST,2023,Business,SCHOOL,107000,107000,752000,742000,10000,33901
V04741025,7474039,031-046-266,LAND,,1180,QUEENS AVE,1180 QUEENS AVE,2023,Business,SCHOOL,0,0,2364000,0,2364000,33902
V04741025,7474039,031-046-266,LAND,,1180,QUEENS AVE,1180 QUEENS AVE,2023,Recreational,SCHOOL,5310000,0,0,0,5310000,33903
027-994-953,7508052,027-994-953,STRATA,113,864,PEMBROKE ST,864 PEMBROKE ST,2023,Business,SCHOOL,305000,305000,87900,77900,10000,33904
1021006,1021006,009-352-660,LAND,,731,JOHNSON ST,731 JOHNSON ST,2023,Business,SCHOOL,1904000,1904000,2739000,2729000,10000,33905
027-559-734,1030104,027-559-734,STRATA,S1202,737,HUMBOLDT ST,737 HUMBOLDT ST,2023,Residential,SCHOOL,1570000,1570000,969000,969000,0,33906
018-872-158,1053122,018-872-158,STRATA,406,649,BAY ST,649 BAY ST,2023,Residential,SCHOOL,481000,481000,97700,97700,0,33907
1021006,1021006,009-352-660,LAND,,731,JOHNSON ST,731 JOHNSON ST,2023,Recreational,SCHOOL,39400,39400,56700,56700,0,33908
018-872-085,1053116,018-872-085,STRATA,403,649,BAY ST,649 BAY ST,2023,Residential,SCHOOL,426000,426000,89200,89200,0,33909
1021004,1021004,003-689-492,LAND,,721,JOHNSON ST,721 JOHNSON ST,2023,Business,SCHOOL,1944000,1944000,106000,96000,10000,33910
018-872-069,1053114,018-872-069,STRATA,302,649,BAY ST,649 BAY ST,2023,Residential,SCHOOL,429000,429000,89300,89300,0,33911
1021002,1021002,009-351-485,LAND,,705,JOHNSON ST,705 JOHNSON ST,2023,Business,SCHOOL,878000,878000,807000,797000,10000,33912
018-872-131,1053120,018-872-131,STRATA,408,649,BAY ST,649 BAY ST,2023,Residential,SCHOOL,467000,467000,89300,89300,0,33913
,1020122,,OTHER,,738,JOHNSON ST,738 JOHNSON ST,2023,Business,SCHOOL,253000,0,139000,0,392000,33914
018-872-115,1053118,018-872-115,STRATA,411,649,BAY ST,649 BAY ST,2023,Residential,SCHOOL,494000,494000,89200,89200,0,33915
,1020120,,OTHER,,726,JOHNSON ST,726 JOHNSON ST,2023,Business,SCHOOL,579000,579000,176000,166000,10000,33916
1055002,1055002,003-883-141,LAND,,655,DOUGLAS ST,655 DOUGLAS ST,2023,Residential,SCHOOL,8709000,8709000,21569000,21569000,0,33917
1021020,1021020,009-351-361,LAND,,702,YATES ST,702 YATES ST,2023,Business,SCHOOL,2187000,2187000,5963000,5953000,10000,33918
023-648-767,1055018,023-648-767,STRATA,401,605,DOUGLAS ST,605 DOUGLAS ST,2023,Residential,SCHOOL,520000,520000,202000,202000,0,33919
1021025,1021025,023-372-087,LAND,,748,YATES ST,748 YATES ST,2023,Business,SCHOOL,940000,0,14900,0,954900,33920
023-648-678,1055009,023-648-678,STRATA,105,605,DOUGLAS ST,605 DOUGLAS ST,2023,Residential,SCHOOL,513000,513000,191000,191000,0,33921
023-648-651,1055007,023-648-651,STRATA,103,605,DOUGLAS ST,605 DOUGLAS ST,2023,Residential,SCHOOL,201000,201000,119000,119000,0,33922
023-648-643,1055006,023-648-643,STRATA,102,605,DOUGLAS ST,605 DOUGLAS ST,2023,Residential,SCHOOL,490000,490000,207000,207000,0,33923
023-648-902,1055032,023-648-902,STRATA,703,605,DOUGLAS ST,605 DOUGLAS ST,2023,Residential,SCHOOL,689000,689000,221000,221000,0,33924
023-648-881,1055030,023-648-881,STRATA,701,605,DOUGLAS ST,605 DOUGLAS ST,2023,Residential,SCHOOL,540000,540000,193000,193000,0,33925
023-648-848,1055026,023-648-848,STRATA,601,605,DOUGLAS ST,605 DOUGLAS ST,2023,Residential,SCHOOL,544000,544000,202000,202000,0,33926
023-648-856,1055027,023-648-856,STRATA,602,605,DOUGLAS ST,605 DOUGLAS ST,2023,Residential,SCHOOL,539000,539000,205000,205000,0,33927
023-648-864,1055028,023-648-864,STRATA,603,605,DOUGLAS ST,605 DOUGLAS ST,2023,Residential,SCHOOL,511000,511000,226000,226000,0,33928
024-876-968,1058016,024-876-968,STRATA,102,555,CHATHAM ST,555 CHATHAM ST,2023,Residential,SCHOOL,594000,594000,93600,93600,0,33929
024-877-069,1058026,024-877-069,STRATA,309,555,CHATHAM ST,555 CHATHAM ST,2023,Residential,SCHOOL,547000,547000,62400,62400,0,33930
024-877-107,1058030,024-877-107,STRATA,404,555,CHATHAM ST,555 CHATHAM ST,2023,Residential,SCHOOL,462000,462000,64300,64300,0,33931
024-877-093,1058029,024-877-093,STRATA,403,555,CHATHAM ST,555 CHATHAM ST,2023,Residential,SCHOOL,438000,438000,66500,66500,0,33932
024-877-042,1058024,024-877-042,STRATA,307,555,CHATHAM ST,555 CHATHAM ST,2023,Residential,SCHOOL,503000,503000,62200,62200,0,33933
024-877-131,1058033,024-877-131,STRATA,407,555,CHATHAM ST,555 CHATHAM ST,2023,Residential,SCHOOL,450000,450000,68100,68100,0,33934
024-877-140,1058034,024-877-140,STRATA,408,555,CHATHAM ST,555 CHATHAM ST,2023,Residential,SCHOOL,403000,403000,63900,63900,0,33935
1059007,1059007,005-492-874,LAND,,555,HERALD ST,555 HERALD ST,2023,Residential,SCHOOL,2349000,2349000,960000,960000,0,33936
024-630-284,1059018,024-630-284,STRATA,1,532,FISGARD ST,532 FISGARD ST,2023,Residential,SCHOOL,535000,535000,190000,190000,0,33937
024-630-292,1059019,024-630-292,STRATA,2,532,FISGARD ST,532 FISGARD ST,2023,Residential,SCHOOL,545000,545000,190000,190000,0,33938
024-815-641,1045025,024-815-641,STRATA,8,1411,GOVERNMENT ST,1411 GOVERNMENT ST,2023,Residential,SCHOOL,493000,493000,43500,43500,0,33939
024-815-632,1045024,024-815-632,STRATA,7,1411,GOVERNMENT ST,1411 GOVERNMENT ST,2023,Residential,SCHOOL,435000,435000,36700,36700,0,33940
1047022,1047022,006-387-365,LAND,,1715,GOVERNMENT ST,1715 GOVERNMENT ST,2023,Residential,SCHOOL,703000,703000,371000,371000,0,33941
1048008,1048008,005-705-291,LAND,,658,HERALD ST,658 HERALD ST,2023,Residential,SCHOOL,1480000,0,458000,0,1938000,33942
1049002,1049002,001-392-824,LAND,,1900,DOUGLAS ST,1900 DOUGLAS ST,2023,Residential,SCHOOL,11232000,0,227000,227000,11232000,33943
018-871-178,1053032,018-871-178,STRATA,105,689,BAY ST,689 BAY ST,2023,Residential,SCHOOL,306000,306000,91800,91800,0,33944
027-884-236,1030134,027-884-236,STRATA,N309,737,HUMBOLDT ST,737 HUMBOLDT ST,2023,Residential,SCHOOL,438000,438000,391000,391000,0,33945
1022002,1022002,000-987-387,LAND,,709,YATES ST,709 YATES ST,2023,Business,SCHOOL,2468000,2468000,1849000,1839000,10000,33946
V00221023,1022031,023-786-779,STRATA,,743,YATES ST,743 YATES ST,2023,Business,SCHOOL,4497000,4497000,19996000,19986000,10000,33947
1022017,1022017,003-316-718,LAND,,716,VIEW ST,716 VIEW ST,2023,Business,SCHOOL,738000,738000,30100,20100,10000,33948
V00221024,1022032,023-786-787,STRATA,,738,VIEW ST,738 VIEW ST,2023,Business,SCHOOL,6344000,6344000,35886000,35876000,10000,33949
1023011,1023011,005-629-641,LAND,,754,FORT ST,754 FORT ST,2023,Business,SCHOOL,3780000,3780000,5107000,5097000,10000,33950
1023013,1023013,000-885-819,LAND,,732,FORT ST,732 FORT ST,2023,Business,SCHOOL,1108000,1108000,1044000,1034000,10000,33951
1023014,1023014,008-049-246,LAND,,728,FORT ST,728 FORT ST,2023,Business,SCHOOL,1108000,1108000,501000,491000,10000,33952
1023005,1023005,004-738-497,LAND,,1114,BLANSHARD ST,1114 BLANSHARD ST,2023,Business,SCHOOL,1291000,1291000,1482000,1472000,10000,33953
1023004,1023004,003-875-482,LAND,,751,VIEW ST,751 VIEW ST,2023,Business,SCHOOL,2160000,2160000,901000,891000,10000,33954
1023003,1023003,009-308-784,LAND,,749,VIEW ST,749 VIEW ST,2023,Business,SCHOOL,1447000,1447000,35500,25500,10000,33955
1023016,1023016,004-691-041,LAND,,716,FORT ST,716 FORT ST,2023,Business,SCHOOL,1062000,1062000,611000,601000,10000,33956
1024016,1024016,009-356-771,LAND,,744,BROUGHTON ST,744 BROUGHTON ST,2023,Business,SCHOOL,3726000,3726000,3100,0,3100,33957
1024013,1024013,001-410-211,LAND,,1018,BLANSHARD ST,1018 BLANSHARD ST,2023,Business,SCHOOL,594000,594000,368000,358000,10000,33958
1023018,1023018,004-190-181,LAND,,1125,DOUGLAS ST,1125 DOUGLAS ST,2023,Business,SCHOOL,2575000,2575000,3095000,3085000,10000,33959
000-061-034,1024027,000-061-034,STRATA,G-FLR,777,FORT ST,777 FORT ST,2023,Business,SCHOOL,461000,461000,133000,123000,10000,33960
000-061-051,1024029,000-061-051,STRATA,3-FLR,777,FORT ST,777 FORT ST,2023,Business,SCHOOL,291000,291000,293000,283000,10000,33961
000-061-069,1024030,000-061-069,STRATA,4-FLR,777,FORT ST,777 FORT ST,2023,Business,SCHOOL,293000,293000,294000,284000,10000,33962
1023002,1023002,003-461-424,LAND,,743,VIEW ST,743 VIEW ST,2023,Business,SCHOOL,9985000,0,5099000,0,15084000,33963
1023008,1023008,009-352-627,LAND,,778,FORT ST,778 FORT ST,2023,Business,SCHOOL,1111000,1111000,96400,86400,10000,33964
1024017,1024017,009-356-711,LAND,,740,BROUGHTON ST,740 BROUGHTON ST,2023,Business,SCHOOL,1800000,1800000,1700,0,1700,33965
1024014,1024014,002-777-835,LAND,,1002,BLANSHARD ST,1002 BLANSHARD ST,2023,Business,SCHOOL,1863000,1863000,1540000,1530000,10000,33966
1024011,1024011,000-452-050,LAND,,783,FORT ST,783 FORT ST,2023,Business,SCHOOL,1134000,1134000,138000,128000,10000,33967
1024005,1024005,001-042-050,LAND,,737,FORT ST,737 FORT ST,2023,Business,SCHOOL,206000,206000,1732000,1722000,10000,33968
027-884-210,1030132,027-884-210,STRATA,N307,737,HUMBOLDT ST,737 HUMBOLDT ST,2023,Residential,SCHOOL,318000,318000,291000,291000,0,33969
1022021,1022021,000-085-006,LAND,,1201,DOUGLAS ST,1201 DOUGLAS ST,2023,Business,SCHOOL,3888000,3888000,10685000,10675000,10000,33970
1022019,1022019,009-391-282,LAND,,712,VIEW ST,712 VIEW ST,2023,Business,SCHOOL,330000,330000,208000,198000,10000,33971
1022010,1022010,008-151-130,LAND,,759,YATES ST,759 YATES ST,2023,Business,SCHOOL,1597000,1597000,3185000,3175000,10000,33972
1023007,1023007,006-027-113,LAND,,780,FORT ST,780 FORT ST,2023,Business,SCHOOL,1246000,1246000,455000,445000,10000,33973
1023006,1023006,006-027-156,LAND,,1106,BLANSHARD ST,1106 BLANSHARD ST,2023,Business,SCHOOL,2652000,2652000,99600,89600,10000,33974
1023017,1023017,006-828-574,LAND,,706,FORT ST,706 FORT ST,2023,Business,SCHOOL,675000,675000,1498000,1488000,10000,33975
1024012,1024012,000-598-526,LAND,,789,FORT ST,789 FORT ST,2023,Business,SCHOOL,2318000,2318000,897000,887000,10000,33976
1024032,1024032,000-226-424,LAND,,731,FORT ST,731 FORT ST,2023,Business,SCHOOL,950000,950000,836000,826000,10000,33977
1025015,1025015,006-686-079,LAND,,905,DOUGLAS ST,905 DOUGLAS ST,2023,Business,SCHOOL,7781000,7781000,814000,804000,10000,33978
023-791-365,1025028,023-791-365,STRATA,D,711,BROUGHTON ST,711 BROUGHTON ST,2023,Business,SCHOOL,109000,109000,75400,65400,10000,33979
023-791-403,1025032,023-791-403,STRATA,H,711,BROUGHTON ST,711 BROUGHTON ST,2023,Business,SCHOOL,687000,687000,732000,722000,10000,33980
023-791-381,1025030,023-791-381,STRATA,F,711,BROUGHTON ST,711 BROUGHTON ST,2023,Utilities,SCHOOL,933000,933000,1010000,1010000,0,33981
1026015,1026015,001-622-803,LAND,,739,COURTNEY ST,739 COURTNEY ST,2023,Business,SCHOOL,1080000,1080000,1000,0,1000,33982
1026010,1026010,004-079-949,LAND,,716,BURDETT AVE,716 BURDETT AVE,2023,Business,SCHOOL,2160000,2160000,145000,135000,10000,33983
1030003,1030003,010-946-004,LAND,,626,BLANSHARD ST,626 BLANSHARD ST,2023,Recreational,SCHOOL,5570000,0,948000,0,6518000,33984
023-006-200,1005029,023-006-200,STRATA,102,835,VIEW ST,835 VIEW ST,2023,Business,SCHOOL,291000,291000,174000,164000,10000,33985
027-884-759,1030186,027-884-759,STRATA,N901,737,HUMBOLDT ST,737 HUMBOLDT ST,2023,Residential,SCHOOL,514000,514000,386000,386000,0,33986
027-884-821,1030193,027-884-821,STRATA,N1001,737,HUMBOLDT ST,737 HUMBOLDT ST,2023,Residential,SCHOOL,528000,528000,387000,387000,0,33987
027-884-902,1030201,027-884-902,STRATA,N1102,737,HUMBOLDT ST,737 HUMBOLDT ST,2023,Residential,SCHOOL,642000,642000,515000,515000,0,33988
030-433-673,1037053,030-433-673,STRATA,1003,608,BROUGHTON ST,608 BROUGHTON ST,2023,Residential,SCHOOL,578000,578000,331000,331000,0,33989
1043001,1043001,009-369-325,LAND,,1315,BROAD ST,1315 BROAD ST,2023,Residential,SCHOOL,2151000,2151000,2106000,2106000,0,33990
1044006,1044006,009-376-097,LAND,,1402,DOUGLAS ST,1402 DOUGLAS ST,2023,Residential,SCHOOL,861000,861000,75100,75100,0,33991
010-488-014,1045016,010-488-014,STRATA,301,1407,GOVERNMENT ST,1407 GOVERNMENT ST,2023,Residential,SCHOOL,818000,818000,232000,232000,0,33992
024-815-594,1045020,024-815-594,STRATA,3,1411,GOVERNMENT ST,1411 GOVERNMENT ST,2023,Residential,SCHOOL,426000,426000,36700,36700,0,33993
024-815-616,1045022,024-815-616,STRATA,5,1411,GOVERNMENT ST,1411 GOVERNMENT ST,2023,Residential,SCHOOL,459000,459000,43200,43200,0,33994
027-884-244,1030135,027-884-244,STRATA,N310,737,HUMBOLDT ST,737 HUMBOLDT ST,2023,Residential,SCHOOL,443000,443000,403000,403000,0,33995
1005025,1005025,001-187-058,LAND,,865,VIEW ST,865 VIEW ST,2023,Residential,SCHOOL,7357000,7357000,14999000,14999000,0,33996
027-884-341,1030145,027-884-341,STRATA,N409,737,HUMBOLDT ST,737 HUMBOLDT ST,2023,Residential,SCHOOL,450000,450000,389000,389000,0,33997
027-884-384,1030149,027-884-384,STRATA,N502,737,HUMBOLDT ST,737 HUMBOLDT ST,2023,Residential,SCHOOL,436000,436000,343000,343000,0,33998
027-884-422,1030153,027-884-422,STRATA,N506,737,HUMBOLDT ST,737 HUMBOLDT ST,2023,Residential,SCHOOL,307000,307000,240000,240000,0,33999
027-884-406,1030151,027-884-406,STRATA,N504,737,HUMBOLDT ST,737 HUMBOLDT ST,2023,Residential,SCHOOL,297000,297000,223000,223000,0,34000
000-847-933,1073079,000-847-933,STRATA,602,1234,WHARF ST,1234 WHARF ST,2023,Residential,SCHOOL,660000,660000,144000,144000,0,34001
018-871-895,1053098,018-871-895,STRATA,208,649,BAY ST,649 BAY ST,2023,Residential,SCHOOL,429000,429000,89400,89400,0,34002
000-847-917,1073077,000-847-917,STRATA,603,1234,WHARF ST,1234 WHARF ST,2023,Residential,SCHOOL,1016000,1016000,208000,208000,0,34003
1043011,1043011,000-726-516,LAND,,640,YATES ST,640 YATES ST,2023,Business,SCHOOL,360000,360000,284000,274000,10000,34004
024-702-684,1075029,024-702-684,STRATA,108,409,SWIFT ST,409 SWIFT ST,2023,Residential,SCHOOL,590000,590000,55200,55200,0,34005
018-871-909,1053099,018-871-909,STRATA,207,649,BAY ST,649 BAY ST,2023,Residential,SCHOOL,424000,424000,89400,89400,0,34006
000-371-009,1090026,000-371-009,STRATA,104,225,BELLEVILLE ST,225 BELLEVILLE ST,2023,Residential,SCHOOL,594000,594000,108000,108000,0,34007
024-702-668,1075027,024-702-668,STRATA,104,409,SWIFT ST,409 SWIFT ST,2023,Residential,SCHOOL,586000,586000,67800,67800,0,34008
024-790-435,1060030,024-790-435,STRATA,203,588,PANDORA AVE,588 PANDORA AVE,2023,Residential,SCHOOL,567000,567000,98000,98000,0,34009
1045028,1045028,024-919-250,LAND,,1420,BROAD ST,1420 BROAD ST,2023,Business,SCHOOL,1225000,1225000,10200000,10190000,10000,34010
1043010,1043010,006-360-297,LAND,,642,YATES ST,642 YATES ST,2023,Business,SCHOOL,360000,360000,317000,307000,10000,34011
024-702-633,1075025,024-702-633,STRATA,105,409,SWIFT ST,409 SWIFT ST,2023,Residential,SCHOOL,480000,480000,49700,49700,0,34012
025-072-684,1075124,025-072-684,STRATA,100,407,SWIFT ST,407 SWIFT ST,2023,Residential,SCHOOL,343000,343000,56500,56500,0,34013
018-871-968,1053104,018-871-968,STRATA,301,649,BAY ST,649 BAY ST,2023,Residential,SCHOOL,422000,422000,89200,89200,0,34014
000-371-017,1090027,000-371-017,STRATA,102,225,BELLEVILLE ST,225 BELLEVILLE ST,2023,Residential,SCHOOL,601000,601000,110000,110000,0,34015
024-702-650,1075026,024-702-650,STRATA,103,409,SWIFT ST,409 SWIFT ST,2023,Residential,SCHOOL,592000,592000,55300,55300,0,34016
024-702-765,1075036,024-702-765,STRATA,123,409,SWIFT ST,409 SWIFT ST,2023,Residential,SCHOOL,333000,333000,40900,40900,0,34017
024-702-757,1075035,024-702-757,STRATA,120,409,SWIFT ST,409 SWIFT ST,2023,Residential,SCHOOL,465000,465000,58700,58700,0,34018
024-702-820,1075040,024-702-820,STRATA,115,409,SWIFT ST,409 SWIFT ST,2023,Residential,SCHOOL,324000,324000,32300,32300,0,34019
